-10.000		-10.000		-10.000		-10.000		-10.000		-10.000		0.412
-9.900		-9.900		-9.900		-9.900		-9.900		-9.900		0.412
0.000		0.000		0.000		0.000		0.000		0.000		0.412
5.000		5.000		5.000		5.000		5.000		5.000		0.412
-15.000		-15.000		-15.000		-15.000		-15.000		-15.000		0.412
-10.000		-10.000		-10.000		-10.000		-10.000		-10.000		0.446
0.000		0.000		0.000		0.000		0.000		0.000		0.446
0.000		0.000		0.000		0.000		0.000		0.000		0.446
0.000		0.000		0.000		0.000		0.000		0.000		0.446
0.000		0.000		0.000		0.000		0.000		0.000		0.446
0.000		0.000		0.000		0.000		0.000		0.000		0.446
0.000		0.000		0.000		0.000		0.000		0.000		0.446
0.000		0.000		0.000		0.000		0.000		0.000		0.446
0.000		0.000		0.000		0.000		0.000		0.000		0.446
0.000		0.000		0.000		0.000		0.000		0.000		0.444
0.000		0.000		0.000		0.000		0.000		0.000		0.411
0.000		0.000		0.000		0.000		0.000		0.000		0.410
0.000		0.000		0.000		0.000		0.000		0.000		0.410
0.000		0.000		0.000		0.000		0.000		0.000		0.409
0.000		0.000		0.000		0.000		0.000		0.000		0.409
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.438
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
0.000		0.000		0.000		0.000		0.000		0.000		0.429
1.000		1.000		1.000		1.000		1.000		1.000		0.429
0.990		0.990		0.990		0.990		0.990		0.990		0.429
0.980		0.980		0.980		0.980		0.980		0.980		0.429
0.970		0.970		0.970		0.970		0.970		0.970		0.429
0.960		0.960		0.960		0.960		0.960		0.960		0.429
0.949		0.949		0.949		0.949		0.949		0.949		0.429
0.939		0.939		0.939		0.939		0.939		0.939		0.429
0.929		0.929		0.929		0.929		0.929		0.929		0.429
0.919		0.919		0.919		0.919		0.919		0.919		0.429
0.909		0.909		0.909		0.909		0.909		0.909		0.429
0.899		0.899		0.899		0.899		0.899		0.899		0.429
0.889		0.889		0.889		0.889		0.889		0.889		0.429
0.879		0.879		0.879		0.879		0.879		0.879		0.429
0.869		0.869		0.869		0.869		0.869		0.869		0.429
0.859		0.859		0.859		0.859		0.859		0.859		0.429
0.848		0.848		0.848		0.848		0.848		0.848		0.429
0.838		0.838		0.838		0.838		0.838		0.838		0.429
0.828		0.828		0.828		0.828		0.828		0.828		0.429
0.818		0.818		0.818		0.818		0.818		0.818		0.429
0.808		0.808		0.808		0.808		0.808		0.808		0.429
0.798		0.798		0.798		0.798		0.798		0.798		0.429
0.788		0.788		0.788		0.788		0.788		0.788		0.429
0.778		0.778		0.778		0.778		0.778		0.778		0.429
0.768		0.768		0.768		0.768		0.768		0.768		0.429
0.758		0.758		0.758		0.758		0.758		0.758		0.429
0.747		0.747		0.747		0.747		0.747		0.747		0.429
0.737		0.737		0.737		0.737		0.737		0.737		0.429
0.727		0.727		0.727		0.727		0.727		0.727		0.429
0.717		0.717		0.717		0.717		0.717		0.717		0.429
0.707		0.707		0.707		0.707		0.707		0.707		0.429
0.697		0.697		0.697		0.697		0.697		0.697		0.429
0.687		0.687		0.687		0.687		0.687		0.687		0.429
0.677		0.677		0.677		0.677		0.677		0.677		0.429
0.667		0.667		0.667		0.667		0.667		0.667		0.429
0.657		0.657		0.657		0.657		0.657		0.657		0.429
0.646		0.646		0.646		0.646		0.646		0.646		0.429
0.636		0.636		0.636		0.636		0.636		0.636		0.429
0.626		0.626		0.626		0.626		0.626		0.626		0.429
0.616		0.616		0.616		0.616		0.616		0.616		0.429
0.606		0.606		0.606		0.606		0.606		0.606		0.429
0.596		0.596		0.596		0.596		0.596		0.596		0.429
0.586		0.586		0.586		0.586		0.586		0.586		0.429
0.576		0.576		0.576		0.576		0.576		0.576		0.429
0.566		0.566		0.566		0.566		0.566		0.566		0.429
0.556		0.556		0.556		0.556		0.556		0.556		0.429
0.545		0.545		0.545		0.545		0.545		0.545		0.429
0.535		0.535		0.535		0.535		0.535		0.535		0.429
0.525		0.525		0.525		0.525		0.525		0.525		0.429
0.515		0.515		0.515		0.515		0.515		0.515		0.429
0.505		0.505		0.505		0.505		0.505		0.505		0.429
0.495		0.495		0.495		0.495		0.495		0.495		0.429
0.485		0.485		0.485		0.485		0.485		0.485		0.429
0.475		0.475		0.475		0.475		0.475		0.475		0.429
0.465		0.465		0.465		0.465		0.465		0.465		0.421
0.455		0.455		0.455		0.455		0.455		0.455		0.420
0.444		0.444		0.444		0.444		0.444		0.444		0.420
0.434		0.434		0.434		0.434		0.434		0.434		0.420
0.424		0.424		0.424		0.424		0.424		0.424		0.420
0.414		0.414		0.414		0.414		0.414		0.414		0.420
0.404		0.404		0.404		0.404		0.404		0.404		0.420
0.394		0.394		0.394		0.394		0.394		0.394		0.420
0.384		0.384		0.384		0.384		0.384		0.384		0.420
0.374		0.374		0.374		0.374		0.374		0.374		0.420
0.364		0.364		0.364		0.364		0.364		0.364		0.420
0.354		0.354		0.354		0.354		0.354		0.354		0.420
0.343		0.343		0.343		0.343		0.343		0.343		0.420
0.333		0.333		0.333		0.333		0.333		0.333		0.420
0.323		0.323		0.323		0.323		0.323		0.323		0.420
0.313		0.313		0.313		0.313		0.313		0.313		0.420
0.303		0.303		0.303		0.303		0.303		0.303		0.420
0.293		0.293		0.293		0.293		0.293		0.293		0.420
0.283		0.283		0.283		0.283		0.283		0.283		0.420
0.273		0.273		0.273		0.273		0.273		0.273		0.420
0.263		0.263		0.263		0.263		0.263		0.263		0.420
0.253		0.253		0.253		0.253		0.253		0.253		0.420
0.242		0.242		0.242		0.242		0.242		0.242		0.420
0.232		0.232		0.232		0.232		0.232		0.232		0.420
0.222		0.222		0.222		0.222		0.222		0.222		0.420
0.212		0.212		0.212		0.212		0.212		0.212		0.420
0.202		0.202		0.202		0.202		0.202		0.202		0.420
0.192		0.192		0.192		0.192		0.192		0.192		0.420
0.182		0.182		0.182		0.182		0.182		0.182		0.420
0.172		0.172		0.172		0.172		0.172		0.172		0.420
0.162		0.162		0.162		0.162		0.162		0.162		0.420
0.152		0.152		0.152		0.152		0.152		0.152		0.420
0.141		0.141		0.141		0.141		0.141		0.141		0.420
0.131		0.131		0.131		0.131		0.131		0.131		0.420
0.121		0.121		0.121		0.121		0.121		0.121		0.420
0.111		0.111		0.111		0.111		0.111		0.111		0.420
0.101		0.101		0.101		0.101		0.101		0.101		0.420
0.091		0.091		0.091		0.091		0.091		0.091		0.420
0.081		0.081		0.081		0.081		0.081		0.081		0.412
