0.000 	 10782 
0.000 	 775 
0.000 	 461 
0.000 	 296 
0.000 	 238 
0.001 	 193 
0.001 	 162 
0.001 	 119 
0.001 	 133 
0.001 	 94 
0.001 	 110 
0.001 	 67 
0.001 	 98 
0.001 	 67 
0.001 	 50 
0.002 	 76 
0.002 	 59 
0.002 	 40 
0.002 	 46 
0.002 	 63 
0.002 	 43 
0.002 	 34 
0.002 	 28 
0.002 	 45 
0.002 	 48 
0.003 	 31 
0.003 	 28 
0.003 	 24 
0.003 	 28 
0.003 	 26 
0.003 	 41 
0.003 	 42 
0.003 	 14 
0.003 	 17 
0.003 	 33 
0.004 	 28 
0.004 	 24 
0.004 	 30 
0.004 	 32 
0.004 	 36 
0.004 	 17 
0.004 	 12 
0.004 	 14 
0.004 	 14 
0.004 	 14 
0.005 	 15 
0.005 	 19 
0.005 	 16 
0.005 	 22 
0.005 	 37 
0.005 	 17 
0.005 	 16 
0.005 	 19 
0.005 	 17 
0.005 	 22 
0.006 	 17 
0.006 	 16 
0.006 	 13 
0.006 	 17 
0.006 	 23 
0.006 	 23 
0.006 	 19 
0.006 	 26 
0.006 	 19 
0.006 	 9 
0.007 	 11 
0.007 	 9 
0.007 	 16 
0.007 	 12 
0.007 	 20 
0.007 	 12 
0.007 	 38 
0.007 	 17 
0.007 	 16 
0.007 	 15 
0.008 	 14 
0.008 	 15 
0.008 	 15 
0.008 	 20 
0.008 	 21 
0.008 	 12 
0.008 	 11 
0.008 	 9 
0.008 	 13 
0.008 	 15 
0.009 	 15 
0.009 	 13 
0.009 	 11 
0.009 	 10 
0.009 	 17 
0.009 	 10 
0.009 	 12 
0.009 	 13 
0.009 	 13 
0.009 	 17 
0.010 	 11 
0.010 	 15 
0.010 	 14 
0.010 	 16 
0.010 	 14 
0.010 	 14 
0.010 	 19 
0.010 	 6 
0.010 	 16 
0.010 	 8 
0.011 	 12 
0.011 	 9 
0.011 	 30 
0.011 	 12 
0.011 	 6 
0.011 	 9 
0.011 	 12 
0.011 	 6 
0.011 	 10 
0.011 	 9 
0.012 	 12 
0.012 	 10 
0.012 	 11 
0.012 	 10 
0.012 	 13 
0.012 	 13 
0.012 	 9 
0.012 	 17 
0.012 	 16 
0.012 	 11 
0.013 	 11 
0.013 	 15 
0.013 	 12 
0.013 	 16 
0.013 	 18 
0.013 	 9 
0.013 	 7 
0.013 	 9 
0.013 	 13 
0.013 	 4 
0.014 	 7 
0.014 	 6 
0.014 	 14 
0.014 	 13 
0.014 	 14 
0.014 	 5 
0.014 	 11 
0.014 	 23 
0.014 	 13 
0.014 	 9 
0.015 	 10 
0.015 	 9 
0.015 	 14 
0.015 	 10 
0.015 	 16 
0.015 	 11 
0.015 	 6 
0.015 	 12 
0.015 	 11 
0.015 	 17 
0.016 	 7 
0.016 	 14 
0.016 	 11 
0.016 	 8 
0.016 	 11 
0.016 	 17 
0.016 	 11 
0.016 	 13 
0.016 	 14 
0.016 	 18 
0.017 	 17 
0.017 	 9 
0.017 	 12 
0.017 	 10 
0.017 	 11 
0.017 	 9 
0.017 	 8 
0.017 	 13 
0.017 	 9 
0.017 	 11 
0.018 	 8 
0.018 	 14 
0.018 	 22 
0.018 	 10 
0.018 	 13 
0.018 	 7 
0.018 	 9 
0.018 	 12 
0.018 	 16 
0.018 	 15 
0.019 	 13 
0.019 	 16 
0.019 	 8 
0.019 	 17 
0.019 	 12 
0.019 	 8 
0.019 	 12 
0.019 	 19 
0.019 	 8 
0.019 	 7 
0.020 	 12 
0.020 	 7 
0.020 	 12 
0.020 	 9 
0.020 	 10 
0.020 	 13 
0.020 	 15 
0.020 	 10 
0.020 	 9 
0.020 	 16 
0.021 	 12 
0.021 	 8 
0.021 	 14 
0.021 	 14 
0.021 	 16 
0.021 	 17 
0.021 	 21 
0.021 	 9 
0.021 	 14 
0.021 	 11 
0.022 	 10 
0.022 	 6 
0.022 	 7 
0.022 	 7 
0.022 	 13 
0.022 	 11 
0.022 	 9 
0.022 	 8 
0.022 	 6 
0.022 	 13 
0.023 	 7 
0.023 	 5 
0.023 	 8 
0.023 	 9 
0.023 	 8 
0.023 	 16 
0.023 	 9 
0.023 	 9 
0.023 	 15 
0.023 	 4 
0.024 	 12 
0.024 	 14 
0.024 	 4 
0.024 	 15 
0.024 	 6 
0.024 	 13 
0.024 	 8 
0.024 	 3 
0.024 	 12 
0.024 	 27 
0.025 	 18 
0.025 	 10 
0.025 	 10 
0.025 	 9 
0.025 	 13 
0.025 	 10 
0.025 	 17 
0.025 	 14 
0.025 	 6 
0.025 	 11 
0.026 	 8 
0.026 	 12 
0.026 	 8 
0.026 	 15 
0.026 	 7 
0.026 	 8 
0.026 	 13 
0.026 	 9 
0.026 	 7 
0.026 	 13 
0.027 	 10 
0.027 	 14 
0.027 	 12 
0.027 	 14 
0.027 	 12 
0.027 	 9 
0.027 	 11 
0.027 	 9 
0.027 	 11 
0.027 	 7 
0.028 	 10 
0.028 	 14 
0.028 	 8 
0.028 	 14 
0.028 	 11 
0.028 	 10 
0.028 	 10 
0.028 	 13 
0.028 	 10 
0.028 	 7 
0.029 	 5 
0.029 	 12 
0.029 	 12 
0.029 	 10 
0.029 	 12 
0.029 	 7 
0.029 	 13 
0.029 	 5 
0.029 	 6 
0.029 	 8 
0.030 	 9 
0.030 	 14 
0.030 	 4 
0.030 	 12 
0.030 	 13 
0.030 	 15 
0.030 	 13 
0.030 	 12 
0.030 	 8 
0.030 	 13 
0.031 	 12 
0.031 	 12 
0.031 	 7 
0.031 	 10 
0.031 	 18 
0.031 	 12 
0.031 	 10 
0.031 	 9 
0.031 	 14 
0.031 	 14 
0.032 	 13 
0.032 	 10 
0.032 	 8 
0.032 	 6 
0.032 	 8 
0.032 	 8 
0.032 	 9 
0.032 	 5 
0.032 	 5 
0.032 	 11 
0.033 	 13 
0.033 	 16 
0.033 	 11 
0.033 	 15 
0.033 	 8 
0.033 	 13 
0.033 	 9 
0.033 	 13 
0.033 	 18 
0.033 	 9 
0.034 	 10 
0.034 	 13 
0.034 	 6 
0.034 	 14 
0.034 	 19 
0.034 	 14 
0.034 	 20 
0.034 	 18 
0.034 	 8 
0.034 	 12 
0.035 	 11 
0.035 	 11 
0.035 	 6 
0.035 	 13 
0.035 	 11 
0.035 	 5 
0.035 	 10 
0.035 	 11 
0.035 	 8 
0.035 	 8 
0.036 	 7 
0.036 	 16 
0.036 	 16 
0.036 	 12 
0.036 	 13 
0.036 	 14 
0.036 	 24 
0.036 	 13 
0.036 	 14 
0.036 	 17 
0.037 	 15 
0.037 	 15 
0.037 	 16 
0.037 	 16 
0.037 	 26 
0.037 	 19 
0.037 	 18 
0.037 	 20 
0.037 	 11 
0.037 	 21 
0.038 	 11 
0.038 	 23 
0.038 	 16 
0.038 	 13 
0.038 	 16 
0.038 	 15 
0.038 	 23 
0.038 	 22 
0.038 	 15 
0.038 	 22 
0.039 	 15 
0.039 	 22 
0.039 	 21 
0.039 	 20 
0.039 	 20 
0.039 	 13 
0.039 	 17 
0.039 	 22 
0.039 	 14 
0.039 	 26 
0.040 	 12 
0.040 	 20 
0.040 	 15 
0.040 	 31 
0.040 	 24 
0.040 	 25 
0.040 	 18 
0.040 	 26 
0.040 	 20 
0.040 	 19 
0.041 	 23 
0.041 	 25 
0.041 	 27 
0.041 	 28 
0.041 	 27 
0.041 	 26 
0.041 	 35 
0.041 	 23 
0.041 	 33 
0.041 	 29 
0.042 	 29 
0.042 	 28 
0.042 	 35 
0.042 	 29 
0.042 	 27 
0.042 	 34 
0.042 	 23 
0.042 	 31 
0.042 	 23 
0.042 	 28 
0.043 	 34 
0.043 	 40 
0.043 	 31 
0.043 	 27 
0.043 	 28 
0.043 	 27 
0.043 	 25 
0.043 	 37 
0.043 	 38 
0.043 	 33 
0.044 	 26 
0.044 	 25 
0.044 	 39 
0.044 	 25 
0.044 	 27 
0.044 	 29 
0.044 	 28 
0.044 	 34 
0.044 	 26 
0.044 	 21 
0.045 	 32 
0.045 	 31 
0.045 	 30 
0.045 	 24 
0.045 	 31 
0.045 	 30 
0.045 	 24 
0.045 	 31 
0.045 	 27 
0.045 	 34 
0.046 	 19 
0.046 	 20 
0.046 	 25 
0.046 	 23 
0.046 	 27 
0.046 	 33 
0.046 	 21 
0.046 	 19 
0.046 	 25 
0.046 	 27 
0.047 	 17 
0.047 	 29 
0.047 	 25 
0.047 	 31 
0.047 	 17 
0.047 	 26 
0.047 	 32 
0.047 	 23 
0.047 	 32 
0.047 	 12 
0.048 	 31 
0.048 	 27 
0.048 	 20 
0.048 	 35 
0.048 	 31 
0.048 	 23 
0.048 	 30 
0.048 	 17 
0.048 	 27 
0.048 	 23 
0.049 	 18 
0.049 	 40 
0.049 	 19 
0.049 	 24 
0.049 	 25 
0.049 	 18 
0.049 	 30 
0.049 	 25 
0.049 	 40 
0.049 	 22 
0.050 	 16 
0.050 	 31 
0.050 	 10 
0.050 	 20 
0.050 	 17 
0.050 	 27 
0.050 	 29 
0.050 	 23 
0.050 	 20 
0.050 	 21 
0.051 	 19 
0.051 	 26 
0.051 	 25 
0.051 	 21 
0.051 	 28 
0.051 	 16 
0.051 	 21 
0.051 	 14 
0.051 	 19 
0.051 	 24 
0.052 	 22 
0.052 	 27 
0.052 	 17 
0.052 	 19 
0.052 	 20 
0.052 	 26 
0.052 	 23 
0.052 	 24 
0.052 	 19 
0.052 	 21 
0.053 	 22 
0.053 	 22 
0.053 	 22 
0.053 	 16 
0.053 	 21 
0.053 	 15 
0.053 	 24 
0.053 	 17 
0.053 	 24 
0.053 	 19 
0.054 	 19 
0.054 	 18 
0.054 	 22 
0.054 	 23 
0.054 	 23 
0.054 	 21 
0.054 	 24 
0.054 	 29 
0.054 	 15 
0.054 	 14 
0.055 	 23 
0.055 	 16 
0.055 	 25 
0.055 	 21 
0.055 	 19 
0.055 	 17 
0.055 	 27 
0.055 	 17 
0.055 	 21 
0.055 	 19 
0.056 	 20 
0.056 	 21 
0.056 	 34 
0.056 	 20 
0.056 	 23 
0.056 	 27 
0.056 	 21 
0.056 	 27 
0.056 	 30 
0.056 	 19 
0.057 	 27 
0.057 	 11 
0.057 	 24 
0.057 	 34 
0.057 	 27 
0.057 	 24 
0.057 	 21 
0.057 	 20 
0.057 	 13 
0.057 	 16 
0.058 	 22 
0.058 	 22 
0.058 	 23 
0.058 	 25 
0.058 	 21 
0.058 	 22 
0.058 	 29 
0.058 	 27 
0.058 	 27 
0.058 	 20 
0.059 	 20 
0.059 	 23 
0.059 	 22 
0.059 	 32 
0.059 	 26 
0.059 	 23 
0.059 	 26 
0.059 	 23 
0.059 	 34 
0.059 	 21 
0.060 	 27 
0.060 	 19 
0.060 	 22 
0.060 	 23 
0.060 	 26 
0.060 	 36 
0.060 	 24 
0.060 	 23 
0.060 	 31 
0.060 	 28 
0.061 	 23 
0.061 	 32 
0.061 	 19 
0.061 	 28 
0.061 	 28 
0.061 	 25 
0.061 	 24 
0.061 	 29 
0.061 	 29 
0.061 	 37 
0.062 	 36 
0.062 	 28 
0.062 	 28 
0.062 	 32 
0.062 	 31 
0.062 	 31 
0.062 	 20 
0.062 	 29 
0.062 	 29 
0.062 	 38 
0.063 	 24 
0.063 	 32 
0.063 	 31 
0.063 	 27 
0.063 	 28 
0.063 	 24 
0.063 	 21 
0.063 	 33 
0.063 	 30 
0.063 	 27 
0.064 	 16 
0.064 	 30 
0.064 	 32 
0.064 	 26 
0.064 	 28 
0.064 	 33 
0.064 	 35 
0.064 	 26 
0.064 	 37 
0.064 	 25 
0.065 	 17 
0.065 	 22 
0.065 	 24 
0.065 	 31 
0.065 	 28 
0.065 	 29 
0.065 	 27 
0.065 	 33 
0.065 	 27 
0.065 	 35 
0.066 	 28 
0.066 	 32 
0.066 	 28 
0.066 	 26 
0.066 	 33 
0.066 	 21 
0.066 	 27 
0.066 	 30 
0.066 	 24 
0.066 	 30 
0.067 	 26 
0.067 	 33 
0.067 	 25 
0.067 	 32 
0.067 	 28 
0.067 	 33 
0.067 	 26 
0.067 	 26 
0.067 	 18 
0.067 	 37 
0.068 	 24 
0.068 	 20 
0.068 	 27 
0.068 	 34 
0.068 	 26 
0.068 	 34 
0.068 	 35 
0.068 	 23 
0.068 	 33 
0.068 	 33 
0.069 	 33 
0.069 	 30 
0.069 	 23 
0.069 	 24 
0.069 	 28 
0.069 	 32 
0.069 	 29 
0.069 	 28 
0.069 	 29 
0.069 	 29 
0.070 	 29 
0.070 	 35 
0.070 	 26 
0.070 	 31 
0.070 	 33 
0.070 	 29 
0.070 	 41 
0.070 	 23 
0.070 	 32 
0.070 	 32 
0.071 	 36 
0.071 	 25 
0.071 	 21 
0.071 	 27 
0.071 	 31 
0.071 	 20 
0.071 	 26 
0.071 	 25 
0.071 	 43 
0.071 	 34 
0.072 	 33 
0.072 	 36 
0.072 	 35 
0.072 	 37 
0.072 	 25 
0.072 	 40 
0.072 	 22 
0.072 	 26 
0.072 	 35 
0.072 	 46 
0.073 	 31 
0.073 	 38 
0.073 	 26 
0.073 	 33 
0.073 	 49 
0.073 	 32 
0.073 	 42 
0.073 	 40 
0.073 	 37 
0.073 	 27 
0.074 	 48 
0.074 	 33 
0.074 	 28 
0.074 	 28 
0.074 	 37 
0.074 	 23 
0.074 	 34 
0.074 	 45 
0.074 	 35 
0.074 	 30 
0.075 	 27 
0.075 	 44 
0.075 	 39 
0.075 	 37 
0.075 	 28 
0.075 	 22 
0.075 	 21 
0.075 	 37 
0.075 	 30 
0.075 	 40 
0.076 	 32 
0.076 	 30 
0.076 	 38 
0.076 	 35 
0.076 	 21 
0.076 	 28 
0.076 	 30 
0.076 	 31 
0.076 	 26 
0.076 	 33 
0.077 	 30 
0.077 	 39 
0.077 	 31 
0.077 	 39 
0.077 	 36 
0.077 	 42 
0.077 	 29 
0.077 	 55 
0.077 	 32 
0.077 	 38 
0.078 	 42 
0.078 	 41 
0.078 	 36 
0.078 	 53 
0.078 	 59 
0.078 	 47 
0.078 	 35 
0.078 	 33 
0.078 	 43 
0.078 	 35 
0.079 	 22 
0.079 	 27 
0.079 	 18 
0.079 	 11 
0.079 	 17 
0.079 	 16 
0.079 	 18 
0.079 	 32 
0.079 	 17 
0.079 	 19 
0.080 	 16 
0.080 	 17 
0.080 	 18 
0.080 	 12 
0.080 	 30 
0.080 	 23 
0.080 	 16 
0.080 	 16 
0.080 	 9 
0.080 	 20 
0.081 	 22 
0.081 	 15 
0.081 	 24 
0.081 	 14 
0.081 	 19 
0.081 	 14 
0.081 	 27 
0.081 	 21 
0.081 	 15 
0.081 	 12 
0.082 	 18 
0.082 	 18 
0.082 	 16 
0.082 	 30 
0.082 	 19 
0.082 	 15 
0.082 	 15 
0.082 	 27 
0.082 	 25 
0.082 	 21 
0.083 	 18 
0.083 	 16 
0.083 	 25 
0.083 	 23 
0.083 	 20 
0.083 	 11 
0.083 	 15 
0.083 	 18 
0.083 	 9 
0.083 	 18 
0.083 	 20 
0.084 	 22 
0.084 	 24 
0.084 	 22 
0.084 	 19 
0.084 	 23 
0.084 	 24 
0.084 	 22 
0.084 	 22 
0.084 	 25 
0.084 	 20 
0.085 	 20 
0.085 	 23 
0.085 	 26 
0.085 	 13 
0.085 	 19 
0.085 	 16 
0.085 	 23 
0.085 	 18 
0.085 	 19 
0.085 	 14 
0.086 	 20 
0.086 	 23 
0.086 	 14 
0.086 	 16 
0.086 	 15 
0.086 	 19 
0.086 	 15 
0.086 	 23 
0.086 	 24 
0.086 	 19 
0.087 	 25 
0.087 	 16 
0.087 	 24 
0.087 	 22 
0.087 	 16 
0.087 	 23 
0.087 	 13 
0.087 	 22 
0.087 	 20 
0.087 	 21 
0.088 	 26 
0.088 	 16 
0.088 	 12 
0.088 	 20 
0.088 	 23 
0.088 	 18 
0.088 	 13 
0.088 	 18 
0.088 	 21 
0.088 	 21 
0.089 	 17 
0.089 	 33 
0.089 	 22 
0.089 	 17 
0.089 	 15 
0.089 	 16 
0.089 	 16 
0.089 	 20 
0.089 	 19 
0.089 	 17 
0.090 	 23 
0.090 	 9 
0.090 	 23 
0.090 	 21 
0.090 	 21 
0.090 	 23 
0.090 	 23 
0.090 	 18 
0.090 	 14 
0.090 	 20 
0.091 	 23 
0.091 	 7 
0.091 	 18 
0.091 	 10 
0.091 	 20 
0.091 	 14 
0.091 	 16 
0.091 	 14 
0.091 	 15 
0.091 	 9 
0.092 	 15 
0.092 	 15 
0.092 	 14 
0.092 	 15 
0.092 	 16 
0.092 	 9 
0.092 	 13 
0.092 	 10 
0.092 	 17 
0.092 	 14 
0.093 	 11 
0.093 	 15 
0.093 	 14 
0.093 	 9 
0.093 	 10 
0.093 	 11 
0.093 	 14 
0.093 	 14 
0.093 	 9 
0.093 	 13 
0.094 	 15 
0.094 	 16 
0.094 	 14 
0.094 	 8 
0.094 	 9 
0.094 	 11 
0.094 	 10 
0.094 	 9 
0.094 	 11 
0.094 	 8 
0.095 	 10 
0.095 	 9 
0.095 	 11 
0.095 	 7 
0.095 	 14 
0.095 	 10 
0.095 	 18 
0.095 	 19 
0.095 	 7 
0.095 	 6 
0.096 	 10 
0.096 	 8 
0.096 	 12 
0.096 	 11 
0.096 	 12 
0.096 	 11 
0.096 	 9 
0.096 	 8 
0.096 	 11 
0.096 	 10 
0.097 	 5 
0.097 	 5 
0.097 	 8 
0.097 	 7 
0.097 	 7 
0.097 	 10 
0.097 	 13 
0.097 	 12 
0.097 	 18 
0.097 	 13 
0.098 	 11 
0.098 	 7 
0.098 	 8 
0.098 	 5 
0.098 	 5 
0.098 	 7 
0.098 	 9 
0.098 	 10 
0.098 	 10 
0.098 	 10 
0.099 	 10 
0.099 	 7 
0.099 	 9 
0.099 	 11 
0.099 	 4 
0.099 	 8 
0.099 	 4 
0.099 	 10 
0.099 	 9 
0.099 	 2 
0.100 	 7 
0.100 	 10 
0.100 	 5 
0.100 	 11 
0.100 	 3 
0.100 	 12 
0.100 	 7 
0.100 	 9 
0.100 	 8 
0.100 	 9 
0.101 	 1 
0.101 	 10 
0.101 	 11 
0.101 	 12 
0.101 	 7 
0.101 	 8 
0.101 	 7 
0.101 	 9 
0.101 	 6 
0.101 	 8 
0.102 	 4 
0.102 	 6 
0.102 	 5 
0.102 	 12 
0.102 	 10 
0.102 	 11 
0.102 	 7 
0.102 	 14 
0.102 	 7 
0.102 	 9 
0.103 	 5 
0.103 	 8 
0.103 	 8 
0.103 	 9 
0.103 	 4 
0.103 	 6 
0.103 	 5 
0.103 	 6 
0.103 	 10 
0.103 	 10 
0.104 	 8 
0.104 	 5 
0.104 	 9 
0.104 	 8 
0.104 	 8 
0.104 	 9 
0.104 	 6 
0.104 	 8 
0.104 	 4 
0.104 	 7 
0.105 	 2 
0.105 	 6 
0.105 	 11 
0.105 	 1 
0.105 	 7 
0.105 	 7 
0.105 	 4 
0.105 	 7 
0.105 	 9 
0.105 	 9 
0.106 	 14 
0.106 	 8 
0.106 	 5 
0.106 	 5 
0.106 	 7 
0.106 	 12 
0.106 	 6 
0.106 	 2 
0.106 	 7 
0.106 	 6 
0.107 	 9 
0.107 	 8 
0.107 	 8 
0.107 	 8 
0.107 	 5 
0.107 	 14 
0.107 	 7 
0.107 	 7 
0.107 	 4 
0.107 	 9 
0.108 	 8 
0.108 	 4 
0.108 	 5 
0.108 	 10 
0.108 	 7 
0.108 	 9 
0.108 	 7 
0.108 	 4 
0.108 	 7 
0.108 	 8 
0.109 	 5 
0.109 	 10 
0.109 	 7 
0.109 	 4 
0.109 	 13 
0.109 	 5 
0.109 	 9 
0.109 	 7 
0.109 	 9 
0.109 	 9 
0.110 	 5 
0.110 	 9 
0.110 	 6 
0.110 	 5 
0.110 	 5 
0.110 	 12 
0.110 	 9 
0.110 	 6 
0.110 	 6 
0.110 	 4 
0.111 	 4 
0.111 	 3 
0.111 	 7 
0.111 	 9 
0.111 	 7 
0.111 	 5 
0.111 	 7 
0.111 	 6 
0.111 	 13 
